timestamp,ACB.h,ACB.k,CEU.h,CEU.k,MXL.h,MXL.k,overlap,unique
2/9/2024,20.27334273,-1038.609426,-780.3867199,1250.643935,1335.203419,1129.286317,0,91
2/9/2024,187.774603,-208.878619,598.8281271,-474.8187682,640.1733513,-5.674662911,49,30
2/9/2024,767.6900336,187.5640314,474.9361494,-945.2112952,756.8046755,-527.2541127,32,46
2/9/2024,908.1202024,-242.079146,-1366.731617,-1177.567931,-312.4524309,901.1698392,1,83
2/9/2024,310.1322493,-674.3042606,1415.652155,-99.30241836,1003.765943,-709.1715302,28,48
2/9/2024,1817.354699,-1006.703941,-808.9757883,-1159.351982,442.0454633,6.219468455,1,79
2/9/2024,-415.648997,-833.804209,-1699.060251,-1177.949856,-1349.169076,9.70180016,15,60
2/9/2024,2147.792874,-660.1538516,410.5228349,-596.8054982,1873.790309,228.3249467,9,61
2/9/2024,-1099.912925,786.3638888,-996.2397409,588.8324415,-363.054054,-240.0092301,28,44
2/9/2024,2049.557,460.7434489,152.3078673,477.9530022,-1420.124633,629.8102774,0,79
2/9/2024,-899.2573942,466.6167402,-468.3105599,-172.2004863,547.908026,971.6724364,13,55
2/9/2024,-48.37550553,-747.6341428,88.6690895,726.843333,568.5329273,-794.0590277,14,50
2/9/2024,-491.3193429,-1075.029813,-1307.070207,400.073856,365.9940733,478.2298487,5,73
2/9/2024,-643.3046208,865.6489208,1342.295074,-705.4374859,1385.608289,1271.88853,1,86
2/9/2024,938.5803106,-76.71750544,-1285.147493,-26.15528873,-529.8465817,-677.380829,6,67
2/9/2024,-48.39909978,200.7919415,1345.994416,-150.3849011,2888.025712,644.427358,0,73
2/9/2024,1739.700819,-640.5682141,-302.3400102,464.2511034,1883.232876,1149.146911,1,84
2/9/2024,1042.979258,789.3181879,124.4493936,1155.87063,128.4169133,548.1814066,30,47
2/9/2024,1390.552502,-1315.622937,965.2687884,-966.0734628,733.8365266,-1367.806741,45,35
2/9/2024,-1467.206641,-118.195532,707.2375883,875.9844247,707.5738876,-759.2680704,1,84
2/9/2024,-642.1406755,-372.7130609,-388.0771723,-377.2048475,-722.3104608,-409.9343904,60,18
2/9/2024,-209.6423809,175.4359456,-202.9592018,430.9618484,-162.8788881,628.1304141,61,30
2/9/2024,-536.501058,252.8570828,493.2715268,338.3687692,1.979475386,-239.5003935,30,45
2/9/2024,434.4659156,-930.9618029,-268.7863413,-1144.278711,980.843642,-1093.104119,25,27
2/9/2024,-519.7097474,-613.681731,281.7962232,-893.1406257,395.8767483,373.5356789,17,53
2/9/2024,363.6149066,610.2212754,566.0576752,-186.8457664,-496.3129184,-119.7017352,23,49
2/9/2024,1298.046195,-1270.166601,204.3880393,-1369.959172,-429.3902568,852.557633,1,74
2/9/2024,-65.58976562,-906.6085757,435.1144325,-918.7088929,110.8428784,-58.12745809,32,36
2/9/2024,-1770.650919,-655.9713993,-996.515014,-263.0898656,-1397.101957,-24.97458451,38,42
2/9/2024,227.1909328,-329.8130799,885.8623848,-889.6141233,1044.372475,-50.35889932,29,45
2/9/2024,189.5646472,-1033.335058,-850.6913146,1050.494319,832.7481841,1041.7378,2,83
2/9/2024,-896.2423955,-264.2206452,-1162.001074,-605.3308436,-1371.246511,-484.1411955,55,31
2/9/2024,1710.65279,-860.4502889,-222.732032,-1760.514107,-112.6453681,-680.849564,6,72
2/9/2024,1566.294901,-671.7693251,-1030.233981,-147.3404361,100.5427889,1065.720337,1,86
2/9/2024,-322.4730706,-180.0688177,923.7646606,-353.8516579,1316.350086,1527.057658,3,73
2/9/2024,790.1131273,-877.2940497,-473.950381,846.951616,-493.9789277,37.61158249,8,64
2/9/2024,1651.604287,-23.83929271,-73.66046827,-1101.848688,-130.8028188,347.5483971,5,75
2/9/2024,-670.001178,941.5777736,-811.083874,888.5725096,-881.1362262,833.8751551,68,26
2/9/2024,-205.2957394,875.5901032,-1176.834931,-538.6934938,344.7343041,-625.6205277,7,71
2/9/2024,-113.1555892,-683.5769224,-1345.420089,-479.9673627,274.5318311,-31.89266675,13,47
2/9/2024,1254.47093,1421.70626,-1202.779427,1066.612718,77.55339606,1310.039183,4,62
2/9/2024,1021.125716,1377.376841,-431.3409991,571.1772052,478.9367383,-94.69783828,10,67
2/9/2024,-843.6648582,448.4395428,-384.6088045,455.3133877,-691.9061718,859.6065079,49,27
2/9/2024,-1571.621096,-9.900511221,-2246.494723,883.9910395,-1794.242568,922.0534533,30,48
2/9/2024,1472.363666,-1041.557788,-513.9225755,-302.8530284,182.3769033,-1315.053565,8,67
2/9/2024,-830.496261,-930.0268479,726.8494629,-566.8999819,-525.8174061,418.1405024,8,67
2/9/2024,-327.5305087,-885.6476754,366.0140916,763.1595295,813.8705202,-1186.046996,5,67
2/9/2024,-1418.799404,-53.11611976,940.7502145,-81.83781115,-58.78643052,997.772745,3,76
2/9/2024,82.30651749,-634.6583538,-780.6381909,-1067.485476,-422.4440685,-1528.067822,30,48
2/9/2024,-899.8408271,550.0730839,-383.622065,257.2561729,-813.6420381,-18.05220692,44,34
2/9/2024,-577.0674724,883.7465378,-257.3008193,312.1634099,360.5691569,921.0045241,30,42
2/9/2024,675.6270829,833.4874826,-96.65849981,703.0047577,-473.0722682,869.941037,33,45
2/9/2024,1642.621612,-663.1259271,-687.4224809,423.4883485,489.7718985,1150.952043,1,80
2/9/2024,1469.927175,-1105.888728,717.5478341,-1260.96379,669.2806696,-314.0335049,25,48
2/9/2024,-1060.428255,-969.1851528,755.4737064,-978.6073266,45.36145732,415.211045,5,74
2/9/2024,-997.5121369,-705.9826128,850.3160589,106.2974405,980.9986595,-526.2571537,8,66
2/9/2024,-1843.934827,-734.9633792,-799.5244386,528.2383306,-462.8761479,-257.1338846,14,62
2/9/2024,-597.1105459,714.8924054,1264.062227,279.8935381,125.601492,-1473.757668,1,84
2/9/2024,-85.24324311,-106.7256667,470.0876666,1586.094459,1427.901996,-165.6178017,4,73
2/9/2024,-1366.950928,-855.0925903,697.1003879,611.8607451,-777.4183117,537.5588124,3,73
2/9/2024,-1119.941275,1044.41739,476.6277413,-955.1864882,1667.490671,1174.524861,0,96
2/9/2024,-97.34026356,-1460.50273,-216.1444448,-49.43509249,-1970,-670,4,73
2/9/2024,-1175.367745,817.826148,-892.1875127,-1345.773678,503.5980684,1442.923154,0,83
2/9/2024,471.3270051,-1019.915495,-1129.588788,906.3183944,431.4007762,1196.272226,1,84
2/9/2024,1084.81399,230.7373199,-254.1375791,-732.3196982,74.09795979,613.1177558,12,62
2/9/2024,-224.8693154,-185.4527903,-1967.513596,542.1886653,1858.348396,1241.820589,0,88
2/9/2024,-206.8564369,20.86107777,758.7486995,196.070944,515.6484278,199.7646981,40,42
2/9/2024,365.7394466,-274.0232448,-2621.267444,-1314.734002,-736.5058112,-163.4736657,0,73
2/9/2024,370.7838234,-252.0177216,816.5179211,-1096.384691,-575.4710772,-610.6091756,16,48
2/9/2024,860.9515424,-703.3793525,-1049.116242,525.1283712,-2236.538007,-1281.449379,0,92
2/9/2024,-596.2787183,41.09802906,-224.8763868,73.21401209,-258.534941,243.9743809,61,28
2/9/2024,203.8457488,-477.4287069,-1325.7831,769.0937776,1729.48373,940.1528017,0,84
2/9/2024,853.5056957,-408.7990433,872.0476435,-226.3004434,894.7194504,-477.7691626,63,21
2/9/2024,-54.90281502,770.2842846,1806.792664,75.70941942,364.5139886,-1290.1164,2,82
2/9/2024,605.0568982,1208.30597,-933.0144797,-207.2607637,1226.998946,-515.2685538,2,81
2/9/2024,1398.396873,539.7909005,-696.3784745,371.3779935,304.1263433,-290.3139713,8,67
2/9/2024,-630.6099774,-631.0553803,1156.673199,1305.426556,1054.436485,-831.1953785,1,83
2/9/2024,-756.1397896,-1125.053825,1001.215831,412.5540904,-248.9559893,1236.029087,1,83
2/9/2024,-1220.60821,-632.3582315,-1274.780314,1029.729422,244.5135284,1042.122132,4,75
2/9/2024,-304.3534444,-92.43879127,1360.189448,-22.34953778,-2210.447784,101.3912524,0,76
2/9/2024,-1274.030256,368.6748527,-505.1961342,658.5172969,-41.96148677,-90.31760649,23,51
2/9/2024,-944.0472202,79.06651529,782.8852599,43.5431682,1070.351009,77.58278869,11,55
2/9/2024,-1785.066132,587.7113596,-346.8611982,-813.8820266,-58.58480076,848.3355654,4,76
2/9/2024,2069.954751,-1262.808777,-91.62801645,-1357.981404,938.463651,576.9831277,1,86
2/9/2024,-956.0318438,1122.11675,-1752.512345,273.6542584,-1170.566559,-626.4867682,13,61
2/9/2024,635.1717583,1156.899859,226.7173294,-1554.20617,-1347.439027,-723.9676914,0,91
2/9/2024,556.2915393,-733.4999409,524.162468,-748.5653382,531.4851461,-745.4287856,71,29
2/9/2024,1123.834847,-1666.119836,968.364396,843.0885684,1973.115271,1055.359297,0,79
2/9/2024,467.2745082,-237.8964033,-129.9446028,-996.0743293,434.9814855,1141.362045,4,50
2/9/2024,-2116.225411,344.6724682,-594.6509594,-295.8568488,-1042.868015,395.6832395,17,57
2/9/2024,452.6477122,-518.147721,-334.1005334,-401.400107,59.4726323,-641.2286809,45,37
2/9/2024,343.3132645,-965.7087524,-2334.900226,-326.3990051,-1086.026419,520.8895128,1,81
2/9/2024,-299.9018034,853.9432504,25.30076455,-1503.043388,-1104.182248,-302.06158,4,73
2/9/2024,-357.0379828,1293.330951,2291.188775,-1260.547515,-2198.944682,1184.463229,0,90
2/9/2024,-988.3079906,-982.694029,-506.8077788,-760.5332763,-733.5951565,-67.43592064,35,40
2/9/2024,-1551.273001,-1161.397311,1181.723602,-983.1856878,553.7554203,477.0543874,0,88
2/9/2024,-520.2424154,-513.7726179,-416.3464498,-1078.429339,224.8544447,-515.1829884,34,35
2/9/2024,2441.39788,-176.1699391,-183.4596158,-359.5272079,1359.123674,1506.437427,0,89
2/9/2024,2266.459791,-684.927867,137.4936138,-1486.821212,448.5076572,685.9935168,0,88
2/9/2024,-292.8646896,495.062661,-2260.855711,-885.2427016,-617.2935731,-765.9885347,4,72
2/9/2024,-899.6452371,-645.281702,-973.501698,-708.22318,-1004.706195,-667.3468001,69,27
2/9/2024,-609.0609612,-378.1770273,1389.922113,-1173.932846,-23.04479433,688.9374406,2,72
2/9/2024,-1540.961543,-931.0422619,1216.481719,-1245.04014,361.1838274,1093.376136,0,98
2/9/2024,-59.47842111,543.7966034,756.945283,376.838974,487.3908437,881.2157608,38,40
2/9/2024,-496.8754693,-816.6075625,-1412.361151,1033.03149,827.9812375,424.3886197,1,81
2/9/2024,-1324.517368,-742.7566376,-1318.350019,778.735532,1049.029688,-1036.63142,0,81
2/9/2024,-1171.537576,-1056.613004,844.4987266,-690.8813689,220.7186521,594.3593221,3,78
2/9/2024,-589.1540209,-73.62602888,-28.39793099,516.0786715,-599.3089322,507.9113335,39,39
2/9/2024,-647.4261238,-814.1689252,-1574.603234,982.9008691,295.1893608,504.891507,3,77
2/9/2024,325.6400973,-657.0793561,-196.3649869,-470.0594805,55.10827078,-1093.695455,42,30
2/9/2024,-370.8747534,9.250538514,1676.675571,-289.4895494,681.9923507,1496.925365,2,80
2/9/2024,-241.3193263,-438.8644571,-1538.199178,-1013.511788,-721.6153154,-641.8214635,25,48
2/9/2024,629.5051875,-447.5261785,-1000.661721,-540.3467336,-146.8433856,1134.271993,5,74
2/9/2024,-764.6891864,-1230.101656,-1363.537101,-741.4065961,-197.2421801,-855.9394943,26,35
2/9/2024,-486.2949645,-410.3017684,143.2907653,-177.9194711,319.757148,-41.71210109,44,40
2/9/2024,-994.8683777,341.2969408,-31.23418802,-914.5661359,-972.2069597,858.8500663,7,44
2/9/2024,1054.419007,-1129.001755,-732.314232,50.63112859,1265.804501,1053.732264,1,86
2/9/2024,-1559.070161,-441.4841779,-248.1420681,997.8823515,433.6412397,-71.20267821,5,75
2/9/2024,349.522601,506.0518351,-791.0906052,1181.244034,512.253619,1465.362428,16,56
2/9/2024,260.8304641,-786.837756,-2243.685966,-1328.996145,-888.8511037,654.9169556,0,87
2/9/2024,176.4139007,-270.0797695,212.1550465,-196.4136747,240.7558677,-256.8269311,69,27
2/9/2024,-1419.060087,-37.16157616,-1395.49824,43.5866841,-1370.162059,21.50515478,70,28
2/9/2024,-1564.99637,-32.35418497,1067.894839,859.2873852,245.4235947,-1526.83992,0,95
2/9/2024,357.1900111,-744.8759115,1403.109065,-170.1517008,-487.219112,-84.12950615,9,52
2/9/2024,-226.7598624,706.7760486,-106.984507,-725.799265,-171.8344607,-156.0542028,25,49
2/9/2024,141.6856834,-484.3726849,-1026.867623,-693.4276435,1112.768898,-485.5735863,5,44
2/9/2024,-324.369814,-695.0108236,-223.0054219,-681.0183765,-247.9780752,-699.0945919,70,28
2/9/2024,910.3161971,341.2098699,-492.8524276,-766.8067181,-352.9165992,-838.0798248,15,55
2/9/2024,-145.0910846,915.2562218,-8.796359047,-189.2743246,-118.9045936,-900.0964278,15,54
2/9/2024,787.7714086,242.8856873,-382.4931344,74.72600711,640.642167,1237.265564,14,53
2/9/2024,-20.47275279,204.7311217,-448.411249,-18.22407384,371.0491635,132.3420677,40,17
2/9/2024,1455.835667,-1261.087534,934.8670396,703.1296504,331.923682,-1026.089022,5,69
2/9/2024,1235.827616,650.5834051,-1132.57521,-1232.016447,-73.63860258,1292.711961,0,84
2/9/2024,-529.9307306,1457.549061,81.47138743,1861.134461,-120.1121912,948.1654091,32,37
2/9/2024,890.9283776,120.6232311,-1072.139412,-1279.933055,834.9971778,-1132.348596,3,74
2/9/2024,561.0835599,925.2828905,971.8659726,947.748002,941.5051849,677.6177171,56,29
2/9/2024,-1654.074945,-1004.411056,-1949.133365,961.6901777,-359.7039206,164.7503165,4,77
2/9/2024,565.0505969,-840.9129775,-1219.551562,92.29270648,-247.0888785,913.749751,5,74
2/9/2024,-1144.675504,-632.8461184,1021.719142,-981.5532058,591.8840523,301.9230809,4,77
2/9/2024,222.6890662,41.52720334,-1385.865873,-142.8662951,623.194371,-531.3879093,6,50
2/9/2024,-1613.478805,-476.6158108,198.4638664,-894.5687246,-254.48342,476.6401909,6,72
2/9/2024,1439.1184,-337.6037892,1137.405935,399.476028,708.792267,-155.280615,34,41
2/9/2024,532.0331047,-825.1664424,934.4360796,-419.015841,771.4892546,-257.6852896,51,35
2/9/2024,388.5161945,-135.1654174,918.2110035,479.8332136,649.0808716,-443.8643433,33,31
2/9/2024,1011.85488,-592.1026362,-836.8145111,-1028.484,-933.3565374,505.1587914,3,78
2/9/2024,57.8566685,-1141.499892,-1654.555101,-341.0536585,-342.0933456,1332.373375,1,85
2/9/2024,289.5459097,-284.1636472,-186.7053065,-836.8359848,-398.4026432,52.78099419,31,40
2/9/2024,-126.4755231,64.21231627,-228.5797929,240.6053831,-226.8323137,14.7245696,63,21
2/9/2024,-1149.810787,-1222.377446,-586.4409467,-1218.220554,-611.2970409,759.5376269,6,57
2/9/2024,-1118.831201,-31.65453659,-1802.21933,-157.2429532,-1246.47747,397.6481791,38,31
2/9/2024,-1509.993454,-393.9011592,-697.6020803,618.0665383,882.870907,-874.2728413,2,76
2/9/2024,-1361.089741,-563.4712287,-662.1980779,-1051.397823,-2012.465173,94.68577125,12,36
2/9/2024,1619.09895,1121.791778,-73.38007799,-383.2544461,-504.3475539,561.8002771,3,75
2/9/2024,-113.8847111,322.3188288,-1408.063304,-649.7750448,488.2564381,-971.0443809,6,69
2/9/2024,124.8596498,1113.289477,194.7786224,965.8006176,85.78810788,1052.433392,66,24
2/9/2024,440.5373954,-611.3174925,-1531.898127,-186.6870489,-785.001925,-400.8071179,11,56
2/9/2024,1604.793188,27.94637173,639.2614321,1260.997512,-752.1881765,431.871606,3,75
2/9/2024,1060.617017,-350.2929541,-1263.471508,1056.646513,-1007.526828,-666.314455,1,85
2/9/2024,-1546.166363,778.5256136,739.8525864,544.1316518,-302.4035401,-594.3580869,3,78
2/9/2024,54.77959568,-170.2914978,-1825.484075,-1544.839177,911.1115716,557.9849572,0,72
2/9/2024,-233.1012999,-277.8958342,-349.0839843,48.72594584,-358.6925357,19.09784743,68,30
2/9/2024,-569.0419646,-460.9926048,-1413.121539,475.1952657,319.0466957,541.6632587,9,61
2/9/2024,-75.37945138,-218.050919,588.7382136,623.195154,-982.6462463,255.0877692,13,50
2/9/2024,440.4124011,804.1487449,-700.7728272,-762.1903342,-1618.39309,1228.838411,1,83
2/9/2024,-1023.571989,-850.9400785,1001.987107,736.1119847,-489.3747462,-409.982777,3,60
2/9/2024,595.0830029,1217.057854,-751.5388538,-193.7194537,797.6415735,-693.1042819,4,77
2/9/2024,619.7933361,-364.9964088,605.3422546,221.2915698,96.09208767,14.964362,42,35
2/9/2024,243.4386784,-595.3660266,-696.9905986,-29.92498387,570.5940688,-286.6185444,22,37
2/9/2024,2251.880763,-527.2723903,-1069.746942,-500.5927014,467.5800493,-813.0223642,0,78
2/9/2024,1246.227177,286.7531384,1211.380718,322.0167885,1065.939551,254.6550996,66,24
2/9/2024,-1350.431865,1219.191934,-1434.297231,1370.559898,-1365.253869,1385.262671,69,27
2/9/2024,-290.4214285,133.5760556,-733.7896701,141.6596638,-171.6242118,-99.8868821,48,17
2/9/2024,-1253.012556,-292.6495624,-854.6820093,-490.6171128,-1473.331502,-28.32666956,43,15
2/9/2024,-255.1998882,422.3717115,253.2542379,257.3240116,-892.6440042,232.4218352,28,25
2/9/2024,-763.3487926,-1304.606891,-1796.27143,-1156.198993,-134.52943,-463.3491306,10,48
2/9/2024,-251.3219117,102.7828734,-171.9181119,111.5706121,0.5175206045,10.57227662,64,22
2/9/2024,-848.1338176,-784.3727909,1098.365174,-373.7833847,-831.4419635,578.3714162,3,73
2/9/2024,116.0068213,-172.7319116,937.5160986,1542.06644,-1409.739081,0,0,73
2/9/2024,865.0524911,-237.1321239,1133.355918,-219.0726532,1209.394252,-249.0158605,67,29
2/9/2024,163.2286052,824.0189308,-66.7045943,124.9422556,634.8208727,392.9425024,36,38
2/9/2024,-2509.104964,-640.5774762,-2495.874926,-764.7866803,-2517.572179,-862.3714465,68,26
2/9/2024,298.9226501,-300,151.1532866,-935.4803109,1150,-340,26,38
2/9/2024,307.5857364,200.8728057,-716.0016037,-1330.230549,-1611.115642,107.9138296,4,77
2/9/2024,1325.835974,-189.9521243,-2009.912886,406.8785051,-352.4996376,953.949184,0,84
2/9/2024,1529.550835,1449.978834,27.79499544,-89.01710211,-840.9986626,1104.781572,2,81
2/9/2024,357.2498119,-587.6525774,687.7400833,13.67209408,-749.7601472,984.4926957,9,59
2/9/2024,714.2187078,473.5284778,-760.0857068,-12.85815939,348.8253663,-165.4095842,18,54
2/9/2024,-450.4595528,835.3248239,2143.326303,398.8953051,759.7914442,-1409.111107,0,94
2/9/2024,-1574.500537,-532.4088193,-430.5885516,1246.378282,745.1031259,35.68838757,2,83
2/9/2024,-1456.330198,316.9180415,-1215.883441,874.7189262,-1523.453704,899.0482926,49,35
2/9/2024,-1760.349724,465.6881285,-496.0133174,-857.1076899,900.6131224,-53.919129,1,79
2/9/2024,-897.2330485,-1099.253069,-2672.664514,857.7629785,-1511.428841,1454.104139,0,84
2/9/2024,10.55734298,-974.7814698,81.20655924,-870.6522789,453.2866496,-969.1704677,56,24
2/9/2024,-56.00758766,456.7799359,126.448329,36.57208181,-299.7954025,37.14362759,51,29
2/9/2024,-249.9164036,13.65698142,-152.635033,1417.643601,-276.9332659,-852.6186863,3,47
2/9/2024,-1093.893051,502.6451533,1080.570127,-557.2661111,865.5622534,1194.866304,1,84
2/9/2024,-1507.335029,53.14947713,-344.5463096,991.4296859,-1592.188864,762.4073671,17,53
2/9/2024,-396.734057,337.8612048,-419.5725605,335.8236356,-424.6771486,311.9237337,70,28
2/9/2024,-1861.882304,360,87.28244808,1199.358823,296.7060812,-644.2324992,1,85
2/9/2024,-1513.144422,-1284.093714,781.7501672,-1315.89491,-523.3857587,296.3851055,1,83
2/9/2024,1093.074287,-1312.103844,388.3010348,-1032.699787,2487.213797,-851.6550745,5,47
2/9/2024,1845.720532,379.8774737,1425.47616,69.30332756,1323.57337,425.7996252,50,32
2/9/2024,453.7850221,-514.05498,16.83351666,200.3385362,-406.529266,528.3109773,27,48
2/9/2024,-3079.5843,-968.6277723,-1398.94421,-816.8484386,520.1381855,-500.0269663,0,81
2/9/2024,-1405.588586,717.5687287,-1420.420531,-437.2250252,312.792329,833.5449038,4,64
2/9/2024,826.9559419,-365.2225651,-1389.554485,-494.5307888,-504.8531745,1202.240029,2,83
2/9/2024,668.0923392,42.78010627,-552.4982806,36.80309384,-315.5842041,-70.20811977,31,47
2/9/2024,787.5601918,-539.2453595,1975.236951,-707.2680224,-328.0952951,243.4530391,1,53
2/9/2024,-80.53953859,1250,1044.466274,1701.295625,-1497.163352,1689.306659,1,57
